source_aits_name,sentence,L1
28_Safe_Work_Australia,Our AI applications focus on: Policy and Legal Functions: Analyses policies and legal documents to support policy development that is consistent with existing laws.,AI usage domains
28_Safe_Work_Australia,Safe Work Australia safeguards against risks and ensures responsible AI use through releasing an annual AI Transparency Statement to provide visibility on how AI is used and managed.,Monitoring measures
28_Safe_Work_Australia,We do not propose to use AI where the public may directly interact with or be significantly impacted by it.,Impact to the public
25_Asbestos_and_Silica_Safety_and_Eradication_Agency,Monitoring AI effectiveness and negative impacts,Monitoring measures
28_Safe_Work_Australia,All staff have access to training on the appropriate use of AI services and are encouraged to report concerns to the AI Accountable Official.,Monitoring measures
28_Safe_Work_Australia,"We will only use AI services in accordance with applicable legislation, regulations, frameworks and policies.",Compliance with AI regulations and policies
28_Safe_Work_Australia,"Safe Work Australia is committed to adapting our AI systems and advice as needed to align with evolving legislation, ethical standards, and public expectations.",Compliance with AI regulations and policies
28_Safe_Work_Australia,We comply with all mandatory requirements of the Digital Transformation Agency (DTA) Policy for the responsible use of AI in government.,Compliance with AI regulations and policies
28_Safe_Work_Australia,"The Group Manager, Corporate & Engagement was designated as the accountable official on 9 December 2024.",Contact
25_Asbestos_and_Silica_Safety_and_Eradication_Agency,The AI transparency statement was first published to our website on 28 February 2025.,Update
28_Safe_Work_Australia,The statement will be reviewed annually or when significant changes occur.,Update
28_Safe_Work_Australia,"For questions about this statement or for further information on the Agency’s usage of AI, please contact businessservices@swa.gov.au .",Contact
29_Seafarers_Safety_Rehabilitation_and_Compensation_Authority_(Seacare_Authority),"audience persona All Design Body Start The Seacare Authority acknowledges the Digital Transformation Agency’s Policy for the Responsible Use of Artificial Intelligence (AI) in Government (the Policy), which establishes the Australian Government’s approach to the safe and ethical use of AI.",Compliance with AI regulations and policies
29_Seafarers_Safety_Rehabilitation_and_Compensation_Authority_(Seacare_Authority),The Seacare Authority is not a body corporate and does not employ its own staff.,EMPTY
29_Seafarers_Safety_Rehabilitation_and_Compensation_Authority_(Seacare_Authority),"Instead, Comcare provides the Seacare Authority with the necessary systems, services, and secretariat support to enable it to carry out its functions effectively.",EMPTY
29_Seafarers_Safety_Rehabilitation_and_Compensation_Authority_(Seacare_Authority),"As the Seacare Authority relies on Comcare for these services, the Seacare Authority’s AI governance aligns with Comcare’s AI Transparency Statement.",Compliance with AI regulations and policies
29_Seafarers_Safety_Rehabilitation_and_Compensation_Authority_(Seacare_Authority),"For details on Comcare’s approach to AI use, please refer to Comcare's AI Transparency Statement",General introduction
29_Seafarers_Safety_Rehabilitation_and_Compensation_Authority_(Seacare_Authority),Comcare’s Chief Information Office is designated as the accountable official under the Policy.,Compliance with AI regulations and policies
23_Tertiary_Education_Quality_and_Standards_Agency,"If you have any enquiries about this statement, we can be reached via the details on the contact us page of this website.",Contact
2_Australian_Fisheries_Management_Authority,"The policy for the responsible use of Artificial Intelligence (AI) in government provides mandatory requirements for departments and agencies relating to accountable officials , and transparency statements .",Compliance with AI regulations and policies
2_Australian_Fisheries_Management_Authority,This page provides details of AFMA’s implementation of these policy requirements.,Compliance with AI regulations and policies
2_Australian_Fisheries_Management_Authority,AFMA has appointed its Chief Information Officer to the role of AI Accountable Official and they are responsible for implementing the policy within AFMA.,Compliance with AI regulations and policies
